Variable	R2	Outlier_set	Run	Dataset
BIO13	0.338769892110717	PCcor_OL_200	4	Mahony2020_Pinus
BIO13	0.339549215303348	PCcor_OL_200	2	Mahony2020_Pinus
BIO13	0.342285295967548	PCcor_OL_200	2	BlackSpruce
BIO13	0.342725986068149	OL_400	4	Mahony2020_Pinus
BIO13	0.342819648789316	OL_200	3	BlackSpruce
BIO13	0.34284759088754	PCcor_OL_100	4	BlackSpruce
BIO13	0.34294077259436	PCcor_OL_500	1	BlackSpruce
BIO13	0.343014346816469	OL_400	5	Mahony2020_Pinus
BIO13	0.34324719385395	PCcor_OL_200	5	Mahony2020_Pinus
BIO13	0.344374885327754	PCcor_OL_100	5	BlackSpruce
BIO13	0.3453318680622	PCcor_OL_200	1	Mahony2020_Pinus
BIO13	0.345354675769317	OL_400	3	Mahony2020_Pinus
BIO13	0.345479309885746	OL_400	2	Mahony2020_Pinus
BIO13	0.346588363114928	OL_500	3	Mahony2020_Pinus
BIO13	0.346849823728848	OL_500	1	Mahony2020_Pinus
BIO13	0.348583673186617	PCcor_OL_200	3	BlackSpruce
BIO13	0.349130693173951	OL_500	5	Mahony2020_Pinus
BIO13	0.349792068651423	OL_500	4	Mahony2020_Pinus
BIO13	0.349812062412959	PCcor_OL_500	3	BlackSpruce
BIO13	0.351532436864656	PCcor_OL_100	1	BlackSpruce
BIO13	0.352254810298228	OL_500	2	Mahony2020_Pinus
BIO13	0.353618993899354	OL_400	1	Mahony2020_Pinus
BIO13	0.356602918785704	PCcor_OL_500	5	BlackSpruce
BIO13	0.359918454041152	PCcor_OL_500	4	BlackSpruce
BIO13	0.503049609463499	OL_400	3	Schweizer_Wolves
BIO13	0.530699943923241	OL_400	1	Schweizer_Wolves
BIO13	0.536208156282656	OL_400	4	Schweizer_Wolves
BIO13	0.553003375794429	OL_400	2	Schweizer_Wolves
BIO13	0.55555853944989	OL_200	2	Schweizer_Wolves
BIO13	0.563694547020571	OL_400	5	Schweizer_Wolves
BIO13	0.568990154865488	OL_200	1	Schweizer_Wolves
BIO13	0.572363348243016	OL_500	5	Schweizer_Wolves
BIO13	0.574759481270149	OL_300	4	Schweizer_Wolves
BIO13	0.575079017815069	OL_300	5	Schweizer_Wolves
BIO13	0.576371764628078	OL_500	3	Schweizer_Wolves
BIO13	0.577129977263955	OL_200	5	Schweizer_Wolves
BIO13	0.579326530504502	PCcor_OL_400	5	Schweizer_Wolves
BIO13	0.580575182685902	PCcor_OL_500	5	Schweizer_Wolves
BIO13	0.580941335702807	PCcor_OL_100	1	AtlanticSalmon
BIO13	0.582252348560012	PCcor_OL_100	4	AtlanticSalmon
BIO13	0.583763032758394	OL_500	2	Schweizer_Wolves
BIO13	0.584372023633677	PCcor_OL_100	2	AtlanticSalmon
BIO13	0.585267708932887	PCcor_OL_100	3	AtlanticSalmon
BIO13	0.585529078327389	PCcor_OL_100	5	AtlanticSalmon
BIO13	0.586141727382905	PCcor_OL_400	3	Schweizer_Wolves
BIO13	0.586769721724109	PCcor_OL_500	4	Schweizer_Wolves
BIO13	0.588967383300359	PCcor_OL_400	1	Schweizer_Wolves
BIO13	0.59041129554083	PCcor_OL_500	3	Schweizer_Wolves
BIO13	0.591668009788014	OL_300	1	Schweizer_Wolves
BIO13	0.594719727815239	PCcor_OL_500	2	Schweizer_Wolves
BIO13	0.596130844246882	OL_300	3	Schweizer_Wolves
BIO13	0.599239749912043	OL_200	3	Schweizer_Wolves
BIO13	0.599648504608794	OL_300	2	Schweizer_Wolves
BIO13	0.605737170938843	OL_200	4	Schweizer_Wolves
BIO13	0.60698968718763	OL_500	1	Schweizer_Wolves
BIO13	0.61235936760807	PCcor_OL_200	3	AtlanticSalmon
BIO13	0.615415936527265	PCcor_OL_300	4	AtlanticSalmon
BIO13	0.615427499154961	PCcor_OL_300	2	AtlanticSalmon
BIO13	0.615455906574048	PCcor_OL_500	2	AtlanticSalmon
BIO13	0.615581159151355	PCcor_OL_300	3	AtlanticSalmon
BIO13	0.615887092898939	PCcor_OL_400	4	AtlanticSalmon
BIO13	0.616071881046133	OL_100	3	AtlanticSalmon
BIO13	0.616110543249375	PCcor_OL_200	5	AtlanticSalmon
BIO13	0.616832738780142	PCcor_OL_200	2	AtlanticSalmon
BIO13	0.617392630790158	PCcor_OL_500	4	AtlanticSalmon
BIO13	0.617562093271894	PCcor_OL_400	2	AtlanticSalmon
BIO13	0.617679060387266	PCcor_OL_300	5	AtlanticSalmon
BIO13	0.617796513250693	PCcor_OL_400	4	Schweizer_Wolves
BIO13	0.618025694013421	PCcor_OL_500	5	AtlanticSalmon
BIO13	0.618080498039581	PCcor_OL_200	1	AtlanticSalmon
BIO13	0.61846561980675	OL_500	4	Schweizer_Wolves
BIO13	0.618847712460305	PCcor_OL_500	3	AtlanticSalmon
BIO13	0.620912400531222	PCcor_OL_300	1	AtlanticSalmon
BIO13	0.621072610880199	PCcor_OL_400	1	AtlanticSalmon
BIO13	0.621217214938296	PCcor_OL_200	4	AtlanticSalmon
BIO13	0.621408716348223	PCcor_OL_500	1	AtlanticSalmon
BIO13	0.621641694905043	OL_100	2	AtlanticSalmon
BIO13	0.621711323663203	PCcor_OL_400	2	Schweizer_Wolves
BIO13	0.622423204088193	PCcor_OL_400	3	AtlanticSalmon
BIO13	0.623873128796828	PCcor_OL_400	5	AtlanticSalmon
BIO13	0.624111702805649	OL_100	5	AtlanticSalmon
BIO13	0.625240597691256	OL_100	4	AtlanticSalmon
BIO13	0.625319266849324	OL_100	1	AtlanticSalmon
BIO13	0.629517155986526	PCcor_OL_500	1	Schweizer_Wolves
BIO13	0.629572439635541	PCcor_OL_200	3	CohoSalmon
BIO13	0.629915303547923	PCcor_OL_100	1	CohoSalmon
BIO13	0.630748162846503	PCcor_OL_100	5	CohoSalmon
BIO13	0.631122311837551	PCcor_OL_200	2	CohoSalmon
BIO13	0.631136705189662	PCcor_OL_100	3	CohoSalmon
BIO13	0.631318998805209	PCcor_OL_300	4	Schweizer_Wolves
BIO13	0.631661883806696	PCcor_OL_100	2	CohoSalmon
BIO13	0.63225957197433	PCcor_OL_200	1	CohoSalmon
BIO13	0.632543998720258	PCcor_OL_200	4	CohoSalmon
BIO13	0.633083644671672	PCcor_OL_200	5	CohoSalmon
BIO13	0.633312730110419	PCcor_OL_100	4	CohoSalmon
BIO13	0.637977257603349	OL_100	3	CohoSalmon
BIO13	0.638925515704262	OL_100	4	CohoSalmon
BIO13	0.63900260343729	PCcor_OL_300	1	Schweizer_Wolves
BIO13	0.640397016213676	OL_100	2	CohoSalmon
BIO13	0.640801625602292	OL_100	1	CohoSalmon
BIO13	0.641485261581764	OL_100	5	CohoSalmon
BIO13	0.642801720588993	OL_200	3	AtlanticSalmon
BIO13	0.64422454958428	OL_200	4	AtlanticSalmon
BIO13	0.645090067246096	OL_200	5	AtlanticSalmon
BIO13	0.646934445881055	OL_200	1	AtlanticSalmon
BIO13	0.650181866233795	OL_300	4	AtlanticSalmon
BIO13	0.650499657453054	OL_300	2	AtlanticSalmon
BIO13	0.650947163282665	OL_200	2	AtlanticSalmon
BIO13	0.651123663647952	OL_300	1	AtlanticSalmon
BIO13	0.651737777322134	PCcor_OL_300	2	CohoSalmon
BIO13	0.652380879083312	PCcor_OL_300	1	CohoSalmon
BIO13	0.652401378795305	OL_300	5	AtlanticSalmon
BIO13	0.65362729155305	PCcor_OL_300	3	CohoSalmon
BIO13	0.654739196946131	PCcor_OL_300	4	CohoSalmon
BIO13	0.65526364684163	PCcor_OL_300	5	CohoSalmon
BIO13	0.656022115483957	PCcor_OL_400	1	CohoSalmon
BIO13	0.656313267330594	OL_300	3	AtlanticSalmon
BIO13	0.657695200998994	PCcor_OL_400	4	CohoSalmon
BIO13	0.657895397136423	PCcor_OL_400	2	CohoSalmon
BIO13	0.65845723011093	OL_400	1	AtlanticSalmon
BIO13	0.658662852391866	PCcor_OL_400	5	CohoSalmon
BIO13	0.658892317366566	PCcor_OL_400	3	CohoSalmon
BIO13	0.659467213284741	PCcor_OL_500	1	CohoSalmon
BIO13	0.659645694296089	OL_400	5	AtlanticSalmon
BIO13	0.660193089762017	OL_400	2	AtlanticSalmon
BIO13	0.660240259303686	OL_400	3	AtlanticSalmon
BIO13	0.660726153256354	PCcor_OL_500	4	CohoSalmon
BIO13	0.661755545452134	OL_400	4	AtlanticSalmon
BIO13	0.661826066308826	PCcor_OL_500	5	CohoSalmon
BIO13	0.662501228427406	PCcor_OL_500	2	CohoSalmon
BIO13	0.662595223430275	PCcor_OL_500	3	CohoSalmon
BIO13	0.665063202538198	OL_200	3	CohoSalmon
BIO13	0.665533743051868	OL_200	2	CohoSalmon
BIO13	0.66605000561349	OL_200	5	CohoSalmon
BIO13	0.666340791248281	OL_200	4	CohoSalmon
BIO13	0.667398162532008	OL_200	1	CohoSalmon
BIO13	0.667771206425852	PCcor_OL_300	2	Schweizer_Wolves
BIO13	0.671276785737437	OL_300	1	CohoSalmon
BIO13	0.671878321063539	OL_300	3	CohoSalmon
BIO13	0.672215630255428	OL_300	4	CohoSalmon
BIO13	0.672776648346076	OL_400	5	CohoSalmon
BIO13	0.672919267126741	OL_400	3	CohoSalmon
BIO13	0.673162673563762	OL_300	2	CohoSalmon
BIO13	0.673276381716662	PCcor_OL_300	5	Schweizer_Wolves
BIO13	0.67350432498193	OL_300	5	CohoSalmon
BIO13	0.67384598771715	OL_500	1	CohoSalmon
BIO13	0.674004392526347	OL_500	5	CohoSalmon
BIO13	0.674028825741221	OL_400	1	CohoSalmon
BIO13	0.674250918063286	OL_500	3	CohoSalmon
BIO13	0.674695975180008	OL_400	2	CohoSalmon
BIO13	0.675185357519971	OL_400	4	CohoSalmon
BIO13	0.675416685205419	OL_500	2	CohoSalmon
BIO13	0.675518843277598	OL_500	4	CohoSalmon
BIO13	0.676350838303838	PCcor_OL_200	2	Schweizer_Wolves
BIO13	0.68402268000583	PCcor_OL_300	3	Schweizer_Wolves
BIO13	0.686113333903731	OL_500	2	AtlanticSalmon
BIO13	0.68638536429017	OL_500	3	AtlanticSalmon
BIO13	0.689498462111386	OL_500	5	AtlanticSalmon
BIO13	0.691330361017571	OL_500	4	AtlanticSalmon
BIO13	0.691706875981852	OL_500	1	AtlanticSalmon
BIO13	0.692195892747784	PCcor_OL_200	4	Schweizer_Wolves
BIO13	0.700756618741163	PCcor_OL_200	1	Schweizer_Wolves
BIO13	0.702106464223821	PCcor_OL_200	3	Schweizer_Wolves
BIO13	0.703447225819387	PCcor_OL_200	5	Schweizer_Wolves
BIO13	0.712782296313448	OL_100	4	Layton2021Charr
BIO13	0.713100281137531	OL_100	5	Layton2021Charr
BIO13	0.715959231905258	OL_100	3	Layton2021Charr
BIO13	0.716877256520697	OL_100	2	Layton2021Charr
BIO13	0.717277498500336	OL_100	1	Schweizer_Wolves
BIO13	0.719374921500283	OL_100	1	Layton2021Charr
BIO13	0.732717337642763	OL_100	5	Schweizer_Wolves
BIO13	0.745051993015963	OL_100	4	Schweizer_Wolves
BIO13	0.753577437624982	PCcor_OL_100	1	Layton2021Charr
BIO13	0.753899386163999	OL_100	2	Schweizer_Wolves
BIO13	0.757745316562327	PCcor_OL_100	3	Layton2021Charr
BIO13	0.759762514269405	PCcor_OL_100	4	Layton2021Charr
BIO13	0.760484504138866	PCcor_OL_100	5	Layton2021Charr
BIO13	0.760736033754074	PCcor_OL_100	2	Layton2021Charr
BIO13	0.762279720971026	PCcor_OL_200	3	Layton2021Charr
BIO13	0.765303565178747	PCcor_OL_200	1	Layton2021Charr
BIO13	0.766749347315543	PCcor_OL_200	5	Layton2021Charr
BIO13	0.769236516958703	PCcor_OL_200	4	Layton2021Charr
BIO13	0.770085916525913	OL_100	3	Schweizer_Wolves
BIO13	0.771736256034192	PCcor_OL_200	2	Layton2021Charr
BIO13	0.778551446667543	PCcor_OL_300	4	Layton2021Charr
BIO13	0.783085496570787	PCcor_OL_300	3	Layton2021Charr
BIO13	0.783513433676675	PCcor_OL_300	2	Layton2021Charr
BIO13	0.784000850126823	PCcor_OL_300	5	Layton2021Charr
BIO13	0.784222470377914	PCcor_OL_300	1	Layton2021Charr
BIO13	0.802126719686044	OL_200	3	Layton2021Charr
BIO13	0.803184041754432	OL_200	2	Layton2021Charr
BIO13	0.803726922483639	OL_200	1	Layton2021Charr
BIO13	0.806952180794599	OL_200	5	Layton2021Charr
BIO13	0.80749394464218	OL_200	4	Layton2021Charr
BIO13	0.831092791321589	OL_300	5	Layton2021Charr
BIO13	0.831639426293861	OL_300	1	Layton2021Charr
BIO13	0.833282043140595	OL_300	2	Layton2021Charr
BIO13	0.833668316178014	OL_300	3	Layton2021Charr
BIO13	0.834089664543044	OL_300	4	Layton2021Charr
BIO13	0.849481570647023	OL_400	2	Layton2021Charr
BIO13	0.849846074921672	OL_400	4	Layton2021Charr
BIO13	0.850475761264294	OL_400	1	Layton2021Charr
BIO13	0.850737451653145	OL_400	5	Layton2021Charr
BIO13	0.850937228611287	OL_400	3	Layton2021Charr
BIO13	0.85499230744753	OL_500	4	Layton2021Charr
BIO13	0.855646652602678	OL_500	5	Layton2021Charr
BIO13	0.855885114319739	OL_500	1	Layton2021Charr
BIO13	0.856126132886422	OL_500	3	Layton2021Charr
BIO13	0.858072187437458	OL_500	2	Layton2021Charr
BIO14	0.193440678079871	OL_100	2	Mahony2020_Pinus
BIO14	0.193953298253838	OL_100	3	Mahony2020_Pinus
BIO14	0.194856122970514	OL_100	5	Mahony2020_Pinus
BIO14	0.194926279665364	OL_100	4	Mahony2020_Pinus
BIO14	0.198304533390218	OL_200	3	Mahony2020_Pinus
BIO14	0.198883797275474	OL_100	1	Mahony2020_Pinus
BIO14	0.199260559624947	OL_200	4	Mahony2020_Pinus
BIO14	0.200813707980319	OL_200	2	Mahony2020_Pinus
BIO14	0.202648664256609	OL_200	1	Mahony2020_Pinus
BIO14	0.204012011340874	OL_200	5	Mahony2020_Pinus
BIO14	0.204788094182152	PCcor_OL_100	2	Schweizer_Wolves
BIO14	0.214818830768119	OL_300	3	Mahony2020_Pinus
BIO14	0.217259113775843	PCcor_OL_100	3	Schweizer_Wolves
BIO14	0.218072727723368	OL_400	1	Mahony2020_Pinus
BIO14	0.218269204397454	PCcor_OL_100	5	Schweizer_Wolves
BIO14	0.218701798578716	PCcor_OL_100	1	Schweizer_Wolves
BIO14	0.220003133099702	OL_400	4	Mahony2020_Pinus
BIO14	0.2211692169546	OL_400	3	Mahony2020_Pinus
BIO14	0.222146171602564	OL_300	2	Mahony2020_Pinus
BIO14	0.222883155083925	OL_400	2	Mahony2020_Pinus
BIO14	0.223640869896786	OL_400	5	Mahony2020_Pinus
BIO14	0.22365576984144	OL_300	5	Mahony2020_Pinus
BIO14	0.223689427807179	OL_300	1	Mahony2020_Pinus
BIO14	0.223703495945649	OL_300	4	Mahony2020_Pinus
BIO14	0.228532802473118	OL_500	1	Mahony2020_Pinus
BIO14	0.232578443198245	OL_500	2	Mahony2020_Pinus
BIO14	0.233722106603451	OL_500	4	Mahony2020_Pinus
BIO14	0.23771068513728	OL_500	5	Mahony2020_Pinus
BIO14	0.238660674099796	OL_500	3	Mahony2020_Pinus
BIO14	0.246195964653509	PCcor_OL_100	4	Schweizer_Wolves
BIO14	0.24855598567492	PCcor_OL_100	1	Mahony2020_Pinus
BIO14	0.253951131981795	PCcor_OL_100	3	Mahony2020_Pinus
BIO14	0.254204020937107	PCcor_OL_500	1	Mahony2020_Pinus
BIO14	0.255210990760265	PCcor_OL_100	2	Mahony2020_Pinus
BIO14	0.255804435968963	PCcor_OL_200	2	Mahony2020_Pinus
BIO14	0.256234133918512	PCcor_OL_500	3	Mahony2020_Pinus
BIO14	0.258107459561597	PCcor_OL_500	5	Mahony2020_Pinus
BIO14	0.258185032295697	PCcor_OL_400	1	Mahony2020_Pinus
BIO14	0.258546229223975	PCcor_OL_100	5	Mahony2020_Pinus
BIO14	0.258660254878982	PCcor_OL_200	5	Mahony2020_Pinus
BIO14	0.259030727247481	PCcor_OL_100	4	Mahony2020_Pinus
BIO14	0.259046886018291	PCcor_OL_400	2	Mahony2020_Pinus
BIO14	0.259644697254087	PCcor_OL_500	4	Mahony2020_Pinus
BIO14	0.2603046280628	PCcor_OL_400	3	Mahony2020_Pinus
BIO14	0.260358075785531	PCcor_OL_500	2	Mahony2020_Pinus
BIO14	0.260390296159109	PCcor_OL_400	4	Mahony2020_Pinus
BIO14	0.261291265535769	PCcor_OL_400	5	Mahony2020_Pinus
BIO14	0.262287489379917	PCcor_OL_200	3	Mahony2020_Pinus
BIO14	0.263808086026061	PCcor_OL_200	4	Mahony2020_Pinus
BIO14	0.263850867180101	PCcor_OL_300	4	Mahony2020_Pinus
BIO14	0.265637481018028	PCcor_OL_300	5	Mahony2020_Pinus
BIO14	0.265705280851558	PCcor_OL_200	1	Mahony2020_Pinus
BIO14	0.267021448836423	PCcor_OL_300	3	Mahony2020_Pinus
BIO14	0.267286368416636	PCcor_OL_300	1	Mahony2020_Pinus
BIO14	0.268994339466761	PCcor_OL_300	2	Mahony2020_Pinus
BIO14	0.547405917627668	OL_400	4	Schweizer_Wolves
BIO14	0.548160089710955	OL_100	5	CohoSalmon
BIO14	0.550517844365913	OL_100	1	CohoSalmon
BIO14	0.550636496543844	OL_100	4	CohoSalmon
BIO14	0.551052151282684	OL_100	2	CohoSalmon
BIO14	0.552255776988017	OL_100	3	CohoSalmon
BIO14	0.555588997613514	OL_400	3	Schweizer_Wolves
BIO14	0.56056348716382	OL_400	1	Schweizer_Wolves
BIO14	0.56224899721998	OL_400	2	Schweizer_Wolves
BIO14	0.565512381380044	OL_200	3	Schweizer_Wolves
BIO14	0.568766031342234	PCcor_OL_500	1	Schweizer_Wolves
BIO14	0.578265654999189	PCcor_OL_400	5	Schweizer_Wolves
BIO14	0.578419818863885	PCcor_OL_400	4	Schweizer_Wolves
BIO14	0.578924261325717	OL_500	4	Schweizer_Wolves
BIO14	0.579148945616518	OL_200	5	Schweizer_Wolves
BIO14	0.580182184939165	OL_300	5	Schweizer_Wolves
BIO14	0.581345940396262	OL_400	5	Schweizer_Wolves
BIO14	0.584865162070415	OL_200	2	Schweizer_Wolves
BIO14	0.585306747818765	OL_300	3	Schweizer_Wolves
BIO14	0.585491872716638	PCcor_OL_400	3	Schweizer_Wolves
BIO14	0.588986769568434	PCcor_OL_500	4	Schweizer_Wolves
BIO14	0.589786560003863	OL_200	4	Schweizer_Wolves
BIO14	0.59057599203486	OL_200	1	Schweizer_Wolves
BIO14	0.590766669877241	OL_500	2	Schweizer_Wolves
BIO14	0.591476527340407	PCcor_OL_400	2	Schweizer_Wolves
BIO14	0.593351479725061	OL_300	1	Schweizer_Wolves
BIO14	0.596795091933108	PCcor_OL_500	5	Schweizer_Wolves
BIO14	0.600368083182763	OL_500	5	Schweizer_Wolves
BIO14	0.60157691026751	PCcor_OL_400	1	Schweizer_Wolves
BIO14	0.604288203563368	OL_200	3	CohoSalmon
BIO14	0.604911091741647	OL_200	5	CohoSalmon
BIO14	0.605114974479908	OL_300	1	CohoSalmon
BIO14	0.605192222134372	OL_200	4	CohoSalmon
BIO14	0.605422937536723	OL_200	1	CohoSalmon
BIO14	0.605539093072556	OL_300	5	CohoSalmon
BIO14	0.605963480792735	OL_300	4	CohoSalmon
BIO14	0.606108832641855	OL_300	2	Schweizer_Wolves
BIO14	0.606187347616763	OL_200	2	CohoSalmon
BIO14	0.606197135111122	OL_300	2	CohoSalmon
BIO14	0.609017997258612	OL_300	3	CohoSalmon
BIO14	0.610616093851506	OL_400	5	CohoSalmon
BIO14	0.611018705616787	OL_400	2	CohoSalmon
BIO14	0.612489912368665	OL_400	4	CohoSalmon
BIO14	0.613052315378832	OL_400	3	CohoSalmon
BIO14	0.613192082006012	OL_400	1	CohoSalmon
BIO14	0.615266571529344	OL_500	2	CohoSalmon
BIO14	0.615833808974205	OL_500	3	CohoSalmon
BIO14	0.616901575666432	OL_500	1	CohoSalmon
BIO14	0.617854945799067	OL_500	5	CohoSalmon
BIO14	0.618132296669001	OL_500	4	CohoSalmon
BIO14	0.619132556232043	OL_300	4	Schweizer_Wolves
BIO14	0.624664728193989	PCcor_OL_200	4	CohoSalmon
BIO14	0.625167997983776	OL_500	3	Schweizer_Wolves
BIO14	0.625236177486087	PCcor_OL_200	5	CohoSalmon
BIO14	0.625362601380271	PCcor_OL_500	3	Schweizer_Wolves
BIO14	0.625371030962935	PCcor_OL_200	2	CohoSalmon
BIO14	0.62592502720425	PCcor_OL_200	3	CohoSalmon
BIO14	0.626615846272319	PCcor_OL_200	1	CohoSalmon
BIO14	0.627288496061526	PCcor_OL_100	2	CohoSalmon
BIO14	0.628264178840358	PCcor_OL_500	2	Schweizer_Wolves
BIO14	0.629764163178284	PCcor_OL_100	3	CohoSalmon
BIO14	0.629940235560128	PCcor_OL_100	4	CohoSalmon
BIO14	0.630074077668523	PCcor_OL_100	1	CohoSalmon
BIO14	0.630376498988513	PCcor_OL_100	5	CohoSalmon
BIO14	0.630891168246391	PCcor_OL_400	2	CohoSalmon
BIO14	0.630920354977536	PCcor_OL_500	3	CohoSalmon
BIO14	0.63185644977657	PCcor_OL_400	4	CohoSalmon
BIO14	0.632051766118233	PCcor_OL_500	5	CohoSalmon
BIO14	0.632341911890691	PCcor_OL_300	4	CohoSalmon
BIO14	0.632828617865723	PCcor_OL_500	4	CohoSalmon
BIO14	0.633279217888299	PCcor_OL_500	2	CohoSalmon
BIO14	0.633300736155425	PCcor_OL_400	3	CohoSalmon
BIO14	0.633348623193298	PCcor_OL_400	5	CohoSalmon
BIO14	0.633359275011975	PCcor_OL_500	1	CohoSalmon
BIO14	0.634020879228768	PCcor_OL_300	3	CohoSalmon
BIO14	0.634629736186971	PCcor_OL_300	2	CohoSalmon
BIO14	0.634736630194874	PCcor_OL_400	1	CohoSalmon
BIO14	0.635514582502153	PCcor_OL_300	5	CohoSalmon
BIO14	0.636976774097922	PCcor_OL_300	1	CohoSalmon
BIO14	0.652556885569577	OL_500	1	Schweizer_Wolves
BIO14	0.656968455485489	PCcor_OL_300	5	Schweizer_Wolves
BIO14	0.657564917442425	PCcor_OL_300	3	Schweizer_Wolves
BIO14	0.666402335715135	PCcor_OL_300	2	Schweizer_Wolves
BIO14	0.680563207116294	PCcor_OL_300	4	Schweizer_Wolves
BIO14	0.696333741849822	PCcor_OL_200	4	Schweizer_Wolves
BIO14	0.702219992480552	PCcor_OL_200	2	Schweizer_Wolves
BIO14	0.704160058891157	PCcor_OL_400	1	BlackSpruce
BIO14	0.704220725628411	PCcor_OL_300	2	BlackSpruce
BIO14	0.704348295385104	PCcor_OL_100	1	AtlanticSalmon
BIO14	0.704788394821929	PCcor_OL_300	3	BlackSpruce
BIO14	0.704819975686197	PCcor_OL_100	4	AtlanticSalmon
BIO14	0.70629663736606	PCcor_OL_200	3	Schweizer_Wolves
BIO14	0.707233999934649	PCcor_OL_100	3	AtlanticSalmon
BIO14	0.707409844446623	PCcor_OL_100	2	AtlanticSalmon
BIO14	0.707521885025609	PCcor_OL_300	1	BlackSpruce
BIO14	0.708090381426975	PCcor_OL_400	5	BlackSpruce
BIO14	0.708322784742067	PCcor_OL_500	3	BlackSpruce
BIO14	0.708802165436317	PCcor_OL_400	3	BlackSpruce
BIO14	0.709231878246761	PCcor_OL_200	3	AtlanticSalmon
BIO14	0.709509580171293	PCcor_OL_100	5	AtlanticSalmon
BIO14	0.710560117050973	PCcor_OL_100	3	BlackSpruce
BIO14	0.71131584854402	PCcor_OL_300	1	Schweizer_Wolves
BIO14	0.711574144811049	PCcor_OL_100	1	BlackSpruce
BIO14	0.711592744821018	PCcor_OL_200	5	AtlanticSalmon
BIO14	0.711874305129243	PCcor_OL_500	4	BlackSpruce
BIO14	0.712050516205724	PCcor_OL_200	1	AtlanticSalmon
BIO14	0.712102482992441	PCcor_OL_200	1	Schweizer_Wolves
BIO14	0.712558076264284	PCcor_OL_400	4	BlackSpruce
BIO14	0.71298735016922	PCcor_OL_200	2	AtlanticSalmon
BIO14	0.713483261167876	PCcor_OL_500	5	BlackSpruce
BIO14	0.7143473387565	PCcor_OL_200	4	AtlanticSalmon
BIO14	0.714474450372887	PCcor_OL_200	5	Schweizer_Wolves
BIO14	0.714616754159396	PCcor_OL_300	5	BlackSpruce
BIO14	0.715236256610331	PCcor_OL_300	4	BlackSpruce
BIO14	0.715450550136439	PCcor_OL_400	2	BlackSpruce
BIO14	0.716097793567308	PCcor_OL_500	2	BlackSpruce
BIO14	0.716681359692934	PCcor_OL_500	1	BlackSpruce
BIO14	0.716912133194146	PCcor_OL_200	2	BlackSpruce
BIO14	0.718685780436919	OL_100	4	BlackSpruce
BIO14	0.718745626016219	PCcor_OL_100	2	BlackSpruce
BIO14	0.718910670930031	OL_500	1	BlackSpruce
BIO14	0.720007691571604	PCcor_OL_300	4	AtlanticSalmon
BIO14	0.720092656314732	PCcor_OL_100	4	BlackSpruce
BIO14	0.720955948307831	OL_100	1	BlackSpruce
BIO14	0.721666835733129	OL_100	3	BlackSpruce
BIO14	0.7220819915555	PCcor_OL_200	4	BlackSpruce
BIO14	0.722110701226351	OL_100	5	BlackSpruce
BIO14	0.723891009684056	PCcor_OL_200	5	BlackSpruce
BIO14	0.72431760127173	OL_500	5	BlackSpruce
BIO14	0.724347824328327	OL_500	3	BlackSpruce
BIO14	0.724409682083095	OL_100	2	BlackSpruce
BIO14	0.725876928782643	PCcor_OL_100	5	BlackSpruce
BIO14	0.725984134118592	OL_100	4	Schweizer_Wolves
BIO14	0.726222848570956	PCcor_OL_300	5	AtlanticSalmon
BIO14	0.726426016997377	PCcor_OL_300	3	AtlanticSalmon
BIO14	0.7266326788552	PCcor_OL_300	2	AtlanticSalmon
BIO14	0.726803613100746	OL_500	2	BlackSpruce
BIO14	0.72732048260125	PCcor_OL_200	3	BlackSpruce
BIO14	0.727500142875777	PCcor_OL_200	1	BlackSpruce
BIO14	0.728794830525847	OL_500	4	BlackSpruce
BIO14	0.730142291865084	OL_400	2	BlackSpruce
BIO14	0.730697183109275	PCcor_OL_300	1	AtlanticSalmon
BIO14	0.732035292765246	OL_400	5	BlackSpruce
BIO14	0.732273993572231	OL_400	1	BlackSpruce
BIO14	0.732555355495874	PCcor_OL_500	2	AtlanticSalmon
BIO14	0.732686683964071	OL_400	3	BlackSpruce
BIO14	0.734126810091341	PCcor_OL_500	3	AtlanticSalmon
BIO14	0.734283249034112	OL_100	2	Schweizer_Wolves
BIO14	0.734367215176208	OL_300	5	BlackSpruce
BIO14	0.73480143218356	PCcor_OL_500	4	AtlanticSalmon
BIO14	0.734816073837855	OL_300	2	BlackSpruce
BIO14	0.736855274746234	OL_300	1	BlackSpruce
BIO14	0.736857674102137	PCcor_OL_400	2	AtlanticSalmon
BIO14	0.737572499809052	PCcor_OL_500	1	AtlanticSalmon
BIO14	0.73788385667427	PCcor_OL_400	3	AtlanticSalmon
BIO14	0.7386980788268	PCcor_OL_400	1	AtlanticSalmon
BIO14	0.739142523788108	OL_300	3	BlackSpruce
BIO14	0.739649812265311	PCcor_OL_400	5	AtlanticSalmon
BIO14	0.739773764785639	PCcor_OL_400	4	AtlanticSalmon
BIO14	0.740025632398614	OL_100	1	Schweizer_Wolves
BIO14	0.740099687641496	OL_300	4	BlackSpruce
BIO14	0.740188440897045	OL_100	3	Schweizer_Wolves
BIO14	0.740540622002023	OL_400	4	BlackSpruce
BIO14	0.742337566175602	PCcor_OL_500	5	AtlanticSalmon
BIO14	0.748329584561004	OL_200	3	BlackSpruce
BIO14	0.75064066237135	OL_100	5	Schweizer_Wolves
BIO14	0.7527514087065	OL_200	2	BlackSpruce
BIO14	0.753207526238645	OL_200	5	BlackSpruce
BIO14	0.753342668122144	OL_200	4	BlackSpruce
