Variable	R2	Outlier_set	Run	Dataset
BIO1	0.263083359770584	PCcor_OL_400	1	Schweizer_Wolves
BIO1	0.26471286327017	PCcor_OL_100	1	BlackSpruce
BIO1	0.27457163756801	PCcor_OL_100	4	BlackSpruce
BIO1	0.278834403933171	PCcor_OL_100	3	BlackSpruce
BIO1	0.280757114215062	PCcor_OL_200	5	BlackSpruce
BIO1	0.280918435035519	PCcor_OL_400	5	Schweizer_Wolves
BIO1	0.281708720218708	PCcor_OL_100	5	BlackSpruce
BIO1	0.281765171958892	PCcor_OL_500	2	Schweizer_Wolves
BIO1	0.282907085674615	PCcor_OL_100	2	BlackSpruce
BIO1	0.283234718877968	PCcor_OL_500	1	Schweizer_Wolves
BIO1	0.28363884139432	PCcor_OL_200	1	BlackSpruce
BIO1	0.284569746371003	PCcor_OL_200	3	BlackSpruce
BIO1	0.285374616270604	PCcor_OL_200	4	BlackSpruce
BIO1	0.287904581635298	PCcor_OL_200	2	BlackSpruce
BIO1	0.292295071821805	PCcor_OL_300	4	Schweizer_Wolves
BIO1	0.295111269737771	PCcor_OL_400	3	Schweizer_Wolves
BIO1	0.296019990147597	PCcor_OL_300	5	Schweizer_Wolves
BIO1	0.30166655947372	PCcor_OL_300	1	Schweizer_Wolves
BIO1	0.302016088965963	PCcor_OL_400	2	Schweizer_Wolves
BIO1	0.304688045793004	PCcor_OL_200	5	Schweizer_Wolves
BIO1	0.30488738811454	PCcor_OL_300	1	BlackSpruce
BIO1	0.306327748107873	PCcor_OL_300	2	Schweizer_Wolves
BIO1	0.306989482053727	PCcor_OL_500	3	Schweizer_Wolves
BIO1	0.307973284075444	PCcor_OL_300	4	BlackSpruce
BIO1	0.308552549118735	PCcor_OL_300	3	Schweizer_Wolves
BIO1	0.311871315192513	PCcor_OL_300	2	BlackSpruce
BIO1	0.313373159024263	PCcor_OL_200	2	Schweizer_Wolves
BIO1	0.314049981283834	PCcor_OL_300	3	BlackSpruce
BIO1	0.315138324875232	PCcor_OL_400	4	Schweizer_Wolves
BIO1	0.317138156488436	PCcor_OL_300	5	BlackSpruce
BIO1	0.319916330340787	PCcor_OL_200	1	Schweizer_Wolves
BIO1	0.322174446367434	PCcor_OL_500	4	BlackSpruce
BIO1	0.325170444376864	PCcor_OL_100	5	Schweizer_Wolves
BIO1	0.329747585170679	PCcor_OL_500	5	Schweizer_Wolves
BIO1	0.332174903737647	PCcor_OL_500	4	Schweizer_Wolves
BIO1	0.33374328847112	PCcor_OL_500	1	BlackSpruce
BIO1	0.335124886298416	OL_200	1	BlackSpruce
BIO1	0.336511258218708	PCcor_OL_200	4	Schweizer_Wolves
BIO1	0.336738296355176	PCcor_OL_200	3	Schweizer_Wolves
BIO1	0.336740111125129	PCcor_OL_100	4	Schweizer_Wolves
BIO1	0.338651793262777	PCcor_OL_100	1	Schweizer_Wolves
BIO1	0.341163403501489	OL_200	2	BlackSpruce
BIO1	0.345128178279672	OL_200	4	BlackSpruce
BIO1	0.346953118589083	OL_300	3	BlackSpruce
BIO1	0.347422135321508	OL_300	5	BlackSpruce
BIO1	0.347825560389903	OL_300	1	BlackSpruce
BIO1	0.348146453496074	PCcor_OL_500	5	BlackSpruce
BIO1	0.34932396883116	PCcor_OL_500	3	BlackSpruce
BIO1	0.349395357076315	OL_300	2	BlackSpruce
BIO1	0.349718521047224	OL_500	1	BlackSpruce
BIO1	0.349846644108371	OL_300	4	BlackSpruce
BIO1	0.351354739850007	OL_200	3	BlackSpruce
BIO1	0.352248179061231	OL_200	5	BlackSpruce
BIO1	0.353241319838299	OL_100	3	BlackSpruce
BIO1	0.353455090459401	PCcor_OL_400	5	BlackSpruce
BIO1	0.3538263011488	PCcor_OL_100	3	Schweizer_Wolves
BIO1	0.353915193413294	OL_400	1	BlackSpruce
BIO1	0.354399433076614	PCcor_OL_100	2	Schweizer_Wolves
BIO1	0.356098906738592	PCcor_OL_400	2	BlackSpruce
BIO1	0.356458053703607	OL_100	4	BlackSpruce
BIO1	0.357583674304238	OL_100	5	BlackSpruce
BIO1	0.357954438448646	OL_400	2	BlackSpruce
BIO1	0.358697360068556	OL_500	5	BlackSpruce
BIO1	0.359259821800106	PCcor_OL_400	3	BlackSpruce
BIO1	0.359589651552081	PCcor_OL_400	4	BlackSpruce
BIO1	0.359707885304241	OL_500	3	BlackSpruce
BIO1	0.361695006337665	PCcor_OL_500	2	BlackSpruce
BIO1	0.361798570856018	OL_100	2	BlackSpruce
BIO1	0.362564176772028	OL_100	1	BlackSpruce
BIO1	0.363166978187701	OL_500	2	BlackSpruce
BIO1	0.363728938816683	OL_500	4	BlackSpruce
BIO1	0.364508132183308	OL_400	4	BlackSpruce
BIO1	0.364806056666592	OL_400	5	BlackSpruce
BIO1	0.365501155402845	OL_400	3	BlackSpruce
BIO1	0.366978810119993	PCcor_OL_400	1	BlackSpruce
BIO1	0.415083832115602	OL_100	4	Mahony2020_Pinus
BIO1	0.41562313694363	OL_100	5	Mahony2020_Pinus
BIO1	0.415934997673459	OL_100	3	Mahony2020_Pinus
BIO1	0.417638641800166	OL_100	1	Mahony2020_Pinus
BIO1	0.417852552615699	OL_100	2	Mahony2020_Pinus
BIO1	0.428841351407902	OL_200	2	Mahony2020_Pinus
BIO1	0.429749525378269	OL_200	5	Mahony2020_Pinus
BIO1	0.429858085260741	OL_200	4	Mahony2020_Pinus
BIO1	0.431518526986799	OL_300	5	Mahony2020_Pinus
BIO1	0.431833883024506	OL_200	3	Mahony2020_Pinus
BIO1	0.43269039998619	OL_200	1	Mahony2020_Pinus
BIO1	0.433986744338709	OL_300	3	Mahony2020_Pinus
BIO1	0.434307749937772	OL_300	2	Mahony2020_Pinus
BIO1	0.435031115102773	PCcor_OL_400	5	Mahony2020_Pinus
BIO1	0.435311732158412	PCcor_OL_100	4	Mahony2020_Pinus
BIO1	0.435894028912488	PCcor_OL_400	4	Mahony2020_Pinus
BIO1	0.436250059404881	PCcor_OL_100	1	Mahony2020_Pinus
BIO1	0.436336982353354	PCcor_OL_300	5	Mahony2020_Pinus
BIO1	0.437094696806614	PCcor_OL_100	5	Mahony2020_Pinus
BIO1	0.437112048538609	PCcor_OL_200	1	Mahony2020_Pinus
BIO1	0.437312751643099	PCcor_OL_200	5	Mahony2020_Pinus
BIO1	0.43745908768225	OL_300	1	Mahony2020_Pinus
BIO1	0.437879356974047	PCcor_OL_300	4	Mahony2020_Pinus
BIO1	0.437892048943448	OL_300	4	Mahony2020_Pinus
BIO1	0.437981813791967	PCcor_OL_200	2	Mahony2020_Pinus
BIO1	0.43801023260292	PCcor_OL_100	2	Mahony2020_Pinus
BIO1	0.438270337637601	PCcor_OL_300	1	Mahony2020_Pinus
BIO1	0.43904519943283	PCcor_OL_100	3	Mahony2020_Pinus
BIO1	0.439466371305389	PCcor_OL_300	2	Mahony2020_Pinus
BIO1	0.439653312591828	PCcor_OL_200	3	Mahony2020_Pinus
BIO1	0.43965628608631	PCcor_OL_400	2	Mahony2020_Pinus
BIO1	0.440115261132212	PCcor_OL_300	3	Mahony2020_Pinus
BIO1	0.440198068403354	PCcor_OL_200	4	Mahony2020_Pinus
BIO1	0.440421847518445	PCcor_OL_400	1	Mahony2020_Pinus
BIO1	0.440910301129209	PCcor_OL_500	2	Mahony2020_Pinus
BIO1	0.440969180830587	PCcor_OL_400	3	Mahony2020_Pinus
BIO1	0.443520070495501	PCcor_OL_500	5	Mahony2020_Pinus
BIO1	0.443850219919469	PCcor_OL_500	4	Mahony2020_Pinus
BIO1	0.444089764884294	PCcor_OL_500	3	Mahony2020_Pinus
BIO1	0.445268238067818	PCcor_OL_500	1	Mahony2020_Pinus
BIO1	0.457098099805265	OL_400	1	Mahony2020_Pinus
BIO1	0.457163090585215	OL_400	2	Mahony2020_Pinus
BIO1	0.457503139096549	OL_400	4	Mahony2020_Pinus
BIO1	0.45801523853788	OL_500	3	Mahony2020_Pinus
BIO1	0.460495190124953	OL_500	1	Mahony2020_Pinus
BIO1	0.460685314298146	OL_500	4	Mahony2020_Pinus
BIO1	0.461023099237403	OL_400	3	Mahony2020_Pinus
BIO1	0.461131201488159	OL_500	2	Mahony2020_Pinus
BIO1	0.462109782839002	OL_500	5	Mahony2020_Pinus
BIO1	0.462552776141995	OL_400	5	Mahony2020_Pinus
BIO1	0.491730992459178	OL_100	5	Schweizer_Wolves
BIO1	0.495958303969443	OL_400	2	Schweizer_Wolves
BIO1	0.497558244736776	OL_300	2	Schweizer_Wolves
BIO1	0.499194093932135	OL_300	1	Schweizer_Wolves
BIO1	0.50145987915225	OL_500	2	Schweizer_Wolves
BIO1	0.505627622944819	OL_400	1	Schweizer_Wolves
BIO1	0.505637130707791	OL_100	1	Schweizer_Wolves
BIO1	0.506641012026653	OL_100	3	Schweizer_Wolves
BIO1	0.506658409704184	OL_500	5	Schweizer_Wolves
BIO1	0.508067124311969	OL_300	4	Schweizer_Wolves
BIO1	0.508553497213843	OL_500	1	Schweizer_Wolves
BIO1	0.508741574997624	OL_300	3	Schweizer_Wolves
BIO1	0.510373071503462	OL_500	4	Schweizer_Wolves
BIO1	0.51384650560133	OL_400	3	Schweizer_Wolves
BIO1	0.514065331620743	OL_100	4	Schweizer_Wolves
BIO1	0.514079019851405	OL_500	3	Schweizer_Wolves
BIO1	0.515458241918546	OL_400	4	Schweizer_Wolves
BIO1	0.516857172529139	OL_100	2	Schweizer_Wolves
BIO1	0.519939269921933	OL_300	5	Schweizer_Wolves
BIO1	0.523582775920229	OL_400	5	Schweizer_Wolves
BIO1	0.529845483693005	OL_200	2	Schweizer_Wolves
BIO1	0.531373740900055	OL_200	4	Schweizer_Wolves
BIO1	0.5326339964305	OL_200	1	Schweizer_Wolves
BIO1	0.541263111737882	OL_200	5	Schweizer_Wolves
BIO1	0.54383386596741	OL_200	3	Schweizer_Wolves
BIO1	0.640126728351329	PCcor_OL_200	4	CohoSalmon
BIO1	0.640664595312596	PCcor_OL_200	3	CohoSalmon
BIO1	0.641342647690843	PCcor_OL_200	5	CohoSalmon
BIO1	0.641745804337638	PCcor_OL_200	1	CohoSalmon
BIO1	0.641863337980161	PCcor_OL_100	4	CohoSalmon
BIO1	0.641953790746055	PCcor_OL_200	2	CohoSalmon
BIO1	0.642583016252903	PCcor_OL_400	2	CohoSalmon
BIO1	0.642799665911219	PCcor_OL_100	2	CohoSalmon
BIO1	0.642808866161744	PCcor_OL_400	4	CohoSalmon
BIO1	0.643261456378629	PCcor_OL_100	3	CohoSalmon
BIO1	0.643365957700901	PCcor_OL_300	3	CohoSalmon
BIO1	0.643708294410861	PCcor_OL_100	5	CohoSalmon
BIO1	0.644161648627457	PCcor_OL_300	4	CohoSalmon
BIO1	0.64426387837204	PCcor_OL_300	1	CohoSalmon
BIO1	0.644487794999519	PCcor_OL_300	5	CohoSalmon
BIO1	0.645248679983659	PCcor_OL_100	1	CohoSalmon
BIO1	0.645698063288931	PCcor_OL_400	3	CohoSalmon
BIO1	0.645997345359189	PCcor_OL_400	5	CohoSalmon
BIO1	0.646841694475282	PCcor_OL_300	2	CohoSalmon
BIO1	0.646892736660407	PCcor_OL_400	1	CohoSalmon
BIO1	0.662800076410386	PCcor_OL_500	1	CohoSalmon
BIO1	0.663661149749668	PCcor_OL_500	2	CohoSalmon
BIO1	0.663872323180897	PCcor_OL_500	5	CohoSalmon
BIO1	0.665771235887104	PCcor_OL_500	3	CohoSalmon
BIO1	0.66687061017824	PCcor_OL_500	4	CohoSalmon
BIO1	0.700888507973086	OL_100	4	CohoSalmon
BIO1	0.702368522375549	OL_100	2	CohoSalmon
BIO1	0.702431603181805	OL_100	5	CohoSalmon
BIO1	0.702850259985268	OL_100	1	CohoSalmon
BIO1	0.703009118172097	OL_100	3	CohoSalmon
BIO1	0.713363824817671	PCcor_OL_200	5	Layton2021Charr
BIO1	0.71383594300242	PCcor_OL_100	5	Layton2021Charr
BIO1	0.714024946400059	PCcor_OL_100	4	Layton2021Charr
BIO1	0.714851235690703	PCcor_OL_200	1	Layton2021Charr
BIO1	0.714962007701184	PCcor_OL_200	2	Layton2021Charr
BIO1	0.715029069229441	PCcor_OL_300	5	Layton2021Charr
BIO1	0.715880113459797	PCcor_OL_200	4	Layton2021Charr
BIO1	0.71695382578404	PCcor_OL_200	3	Layton2021Charr
BIO1	0.716987018689975	PCcor_OL_100	3	Layton2021Charr
BIO1	0.71763221108697	PCcor_OL_100	2	Layton2021Charr
BIO1	0.718677451203112	OL_200	1	CohoSalmon
BIO1	0.719755960449594	PCcor_OL_300	2	Layton2021Charr
BIO1	0.720468296467373	OL_400	1	CohoSalmon
BIO1	0.720741540758222	OL_300	3	CohoSalmon
BIO1	0.721074236483337	OL_400	3	CohoSalmon
BIO1	0.721393386193785	OL_200	5	CohoSalmon
BIO1	0.721401820615809	PCcor_OL_100	1	Layton2021Charr
BIO1	0.721407823807857	OL_300	4	CohoSalmon
BIO1	0.721486843772671	OL_300	2	CohoSalmon
BIO1	0.721684321882301	OL_400	5	CohoSalmon
BIO1	0.721771519020396	OL_400	2	CohoSalmon
BIO1	0.721782347437097	OL_500	4	CohoSalmon
BIO1	0.721878641600311	OL_500	3	CohoSalmon
BIO1	0.721946935269839	OL_500	2	CohoSalmon
BIO1	0.722124376776116	OL_200	4	CohoSalmon
BIO1	0.722197486126192	OL_400	4	CohoSalmon
BIO1	0.722408802839625	OL_300	1	CohoSalmon
BIO1	0.722648704549807	OL_500	5	CohoSalmon
BIO1	0.72266420568889	OL_200	3	CohoSalmon
BIO1	0.722701367771282	PCcor_OL_300	3	Layton2021Charr
BIO1	0.722712171268758	OL_200	2	CohoSalmon
BIO1	0.723142654525026	PCcor_OL_300	4	Layton2021Charr
BIO1	0.723527002747934	OL_300	5	CohoSalmon
BIO1	0.723933075463085	PCcor_OL_300	1	Layton2021Charr
BIO1	0.725926664091626	OL_500	1	CohoSalmon
BIO1	0.732278708757304	OL_100	4	Layton2021Charr
BIO1	0.733579889734851	OL_100	2	Layton2021Charr
BIO1	0.734369191944565	OL_100	1	Layton2021Charr
BIO1	0.737539113970946	OL_100	5	Layton2021Charr
BIO1	0.738309946261502	OL_100	3	Layton2021Charr
BIO1	0.773246358745833	OL_200	2	Layton2021Charr
BIO1	0.775986688188597	OL_200	1	Layton2021Charr
BIO1	0.776004082908919	OL_200	4	Layton2021Charr
BIO1	0.77725792731131	OL_200	5	Layton2021Charr
BIO1	0.777762225631688	OL_200	3	Layton2021Charr
BIO1	0.777782025027572	PCcor_OL_300	5	AtlanticSalmon
BIO1	0.779786667353498	PCcor_OL_300	3	AtlanticSalmon
BIO1	0.780337848739628	PCcor_OL_200	5	AtlanticSalmon
BIO1	0.78039537578047	PCcor_OL_200	1	AtlanticSalmon
BIO1	0.780762175827431	PCcor_OL_300	1	AtlanticSalmon
BIO1	0.78083203470335	PCcor_OL_200	3	AtlanticSalmon
BIO1	0.78120773564883	PCcor_OL_200	4	AtlanticSalmon
BIO1	0.781469569679312	PCcor_OL_200	2	AtlanticSalmon
BIO1	0.78241966167704	PCcor_OL_300	4	AtlanticSalmon
BIO1	0.784777006256449	OL_300	3	Layton2021Charr
BIO1	0.785738041192716	OL_300	1	Layton2021Charr
BIO1	0.785921868915457	PCcor_OL_400	4	AtlanticSalmon
BIO1	0.786174475925354	PCcor_OL_300	2	AtlanticSalmon
BIO1	0.786256419515682	PCcor_OL_400	2	AtlanticSalmon
BIO1	0.786400921001711	PCcor_OL_400	3	AtlanticSalmon
BIO1	0.787047216862457	PCcor_OL_100	3	AtlanticSalmon
BIO1	0.787807308560506	PCcor_OL_400	1	AtlanticSalmon
BIO1	0.788212359734823	PCcor_OL_100	4	AtlanticSalmon
BIO1	0.788874363337428	PCcor_OL_400	5	AtlanticSalmon
BIO1	0.789414101050363	PCcor_OL_100	2	AtlanticSalmon
BIO1	0.789870969692416	OL_300	4	Layton2021Charr
BIO1	0.789998769624107	PCcor_OL_100	1	AtlanticSalmon
BIO1	0.790135818295921	OL_300	5	Layton2021Charr
BIO1	0.790435921861352	OL_300	2	Layton2021Charr
BIO1	0.790596113435823	PCcor_OL_100	5	AtlanticSalmon
BIO1	0.794062355869761	PCcor_OL_500	2	AtlanticSalmon
BIO1	0.794263272809634	PCcor_OL_500	3	AtlanticSalmon
BIO1	0.795932049965487	PCcor_OL_500	5	AtlanticSalmon
BIO1	0.796675493585017	PCcor_OL_500	1	AtlanticSalmon
BIO1	0.799010464492805	PCcor_OL_500	4	AtlanticSalmon
BIO1	0.806557315112837	OL_400	3	Layton2021Charr
BIO1	0.808426350200915	OL_500	4	Layton2021Charr
BIO1	0.808609109228623	OL_400	5	Layton2021Charr
BIO1	0.808988163723213	OL_400	4	Layton2021Charr
BIO1	0.809195730394099	OL_500	2	Layton2021Charr
BIO1	0.809574775539641	OL_400	2	Layton2021Charr
BIO1	0.809974802251625	OL_500	3	Layton2021Charr
BIO1	0.810022731503032	OL_500	5	Layton2021Charr
BIO1	0.810582113044994	OL_500	1	Layton2021Charr
BIO1	0.812684532457651	OL_400	1	Layton2021Charr
BIO1	0.869323210138098	OL_300	1	AtlanticSalmon
BIO1	0.869810548191212	OL_100	2	AtlanticSalmon
BIO1	0.869973762279443	OL_100	5	AtlanticSalmon
BIO1	0.870193676810791	OL_100	4	AtlanticSalmon
BIO1	0.87053963569705	OL_100	1	AtlanticSalmon
BIO1	0.870895234754629	OL_200	1	AtlanticSalmon
BIO1	0.871130109492297	OL_200	5	AtlanticSalmon
BIO1	0.871291157815695	OL_300	3	AtlanticSalmon
BIO1	0.871292358588177	OL_500	2	AtlanticSalmon
BIO1	0.871396937067635	OL_500	4	AtlanticSalmon
BIO1	0.871402241406002	OL_100	3	AtlanticSalmon
BIO1	0.871515791475804	OL_300	4	AtlanticSalmon
BIO1	0.87158459588235	OL_200	3	AtlanticSalmon
BIO1	0.871605386644123	OL_300	5	AtlanticSalmon
BIO1	0.872208003862283	OL_200	4	AtlanticSalmon
BIO1	0.872606688100636	OL_400	5	AtlanticSalmon
BIO1	0.872833522174475	OL_400	1	AtlanticSalmon
BIO1	0.872867687613107	OL_400	3	AtlanticSalmon
BIO1	0.873183859333952	OL_300	2	AtlanticSalmon
BIO1	0.873229712519225	OL_200	2	AtlanticSalmon
BIO1	0.873645453261905	OL_500	3	AtlanticSalmon
BIO1	0.873876151404549	OL_400	2	AtlanticSalmon
BIO1	0.87442701021952	OL_500	1	AtlanticSalmon
BIO1	0.874784422527922	OL_500	5	AtlanticSalmon
BIO1	0.875553434895797	OL_400	4	AtlanticSalmon
BIO10	0.0870771134055662	PCcor_OL_200	4	BlackSpruce
BIO10	0.0954827500840327	PCcor_OL_200	3	BlackSpruce
BIO10	0.0961748010084114	PCcor_OL_200	5	BlackSpruce
BIO10	0.0999815237309573	PCcor_OL_200	1	BlackSpruce
BIO10	0.105954750824112	PCcor_OL_200	2	BlackSpruce
BIO10	0.121859449538878	OL_100	2	Mahony2020_Pinus
BIO10	0.126178415806952	OL_100	4	Mahony2020_Pinus
BIO10	0.127761424488766	OL_100	1	Mahony2020_Pinus
BIO10	0.128168573530778	OL_100	5	Mahony2020_Pinus
BIO10	0.130635502545399	PCcor_OL_100	2	BlackSpruce
BIO10	0.131191911873201	PCcor_OL_100	5	BlackSpruce
BIO10	0.132590540901854	PCcor_OL_100	1	BlackSpruce
BIO10	0.13288494420269	PCcor_OL_100	4	BlackSpruce
BIO10	0.13420271175577	OL_100	3	Mahony2020_Pinus
BIO10	0.13959560325457	OL_200	4	Mahony2020_Pinus
BIO10	0.142469181989152	OL_200	5	Mahony2020_Pinus
BIO10	0.143657328718608	OL_200	1	Mahony2020_Pinus
BIO10	0.144288122000714	PCcor_OL_100	3	BlackSpruce
BIO10	0.144524193243781	OL_200	3	Mahony2020_Pinus
BIO10	0.147768514168644	OL_200	2	Mahony2020_Pinus
BIO10	0.167197748707158	PCcor_OL_100	3	Mahony2020_Pinus
BIO10	0.167622565904298	PCcor_OL_100	4	Mahony2020_Pinus
BIO10	0.168517332136088	OL_300	1	Mahony2020_Pinus
BIO10	0.16964719000042	OL_300	3	Mahony2020_Pinus
BIO10	0.169714647348746	PCcor_OL_100	1	Mahony2020_Pinus
BIO10	0.169805000354926	OL_300	4	Mahony2020_Pinus
BIO10	0.173827537245083	OL_300	5	Mahony2020_Pinus
BIO10	0.173939279367105	PCcor_OL_100	2	Mahony2020_Pinus
BIO10	0.17559106074602	OL_300	2	Mahony2020_Pinus
BIO10	0.17662765921181	OL_400	2	Mahony2020_Pinus
BIO10	0.176984710039081	PCcor_OL_500	5	Mahony2020_Pinus
BIO10	0.178061355967608	PCcor_OL_500	1	Mahony2020_Pinus
BIO10	0.178282218970453	OL_400	4	Mahony2020_Pinus
BIO10	0.178516156958555	PCcor_OL_100	5	Mahony2020_Pinus
BIO10	0.179282977496714	PCcor_OL_200	1	Mahony2020_Pinus
BIO10	0.179920670640055	OL_400	3	Mahony2020_Pinus
BIO10	0.180033781835431	OL_400	1	Mahony2020_Pinus
BIO10	0.180619362193245	PCcor_OL_400	2	Mahony2020_Pinus
BIO10	0.180695685409632	PCcor_OL_300	3	Mahony2020_Pinus
BIO10	0.180883645197382	PCcor_OL_500	2	Mahony2020_Pinus
BIO10	0.181634303805866	PCcor_OL_200	3	Mahony2020_Pinus
BIO10	0.182202752869355	OL_400	5	Mahony2020_Pinus
BIO10	0.182799616261493	PCcor_OL_500	4	Mahony2020_Pinus
BIO10	0.182969841850599	PCcor_OL_400	1	Mahony2020_Pinus
BIO10	0.183062095592411	PCcor_OL_200	4	Mahony2020_Pinus
BIO10	0.183446419824071	PCcor_OL_400	3	Mahony2020_Pinus
BIO10	0.183788187608876	PCcor_OL_400	4	Mahony2020_Pinus
BIO10	0.183898230218348	PCcor_OL_300	2	Mahony2020_Pinus
BIO10	0.185234762513778	PCcor_OL_400	5	Mahony2020_Pinus
BIO10	0.185375564390035	PCcor_OL_300	1	Mahony2020_Pinus
BIO10	0.18739904610225	PCcor_OL_500	3	Mahony2020_Pinus
BIO10	0.188808018056212	PCcor_OL_300	4	Mahony2020_Pinus
BIO10	0.188968776940578	PCcor_OL_300	5	Mahony2020_Pinus
BIO10	0.18917808437082	PCcor_OL_200	2	Mahony2020_Pinus
BIO10	0.193109425343603	PCcor_OL_200	5	Mahony2020_Pinus
BIO10	0.19665616248286	OL_500	3	Mahony2020_Pinus
BIO10	0.198965681902073	OL_500	5	Mahony2020_Pinus
BIO10	0.199707903304257	OL_500	2	Mahony2020_Pinus
BIO10	0.199980953386077	OL_500	4	Mahony2020_Pinus
BIO10	0.201839735692866	OL_500	1	Mahony2020_Pinus
BIO10	0.231736217834013	PCcor_OL_500	5	BlackSpruce
BIO10	0.240752985248532	PCcor_OL_500	1	BlackSpruce
BIO10	0.244030648105188	PCcor_OL_400	2	BlackSpruce
BIO10	0.247558061221537	PCcor_OL_500	2	BlackSpruce
BIO10	0.254431882362906	PCcor_OL_500	4	BlackSpruce
BIO10	0.255360407232871	PCcor_OL_100	4	Schweizer_Wolves
BIO10	0.258045715461705	PCcor_OL_400	5	BlackSpruce
BIO10	0.258150966335291	PCcor_OL_400	4	BlackSpruce
BIO10	0.258705497237834	PCcor_OL_400	3	BlackSpruce
BIO10	0.25932811608508	PCcor_OL_500	3	BlackSpruce
BIO10	0.267294824745822	OL_500	5	BlackSpruce
BIO10	0.268013340434558	PCcor_OL_300	5	BlackSpruce
BIO10	0.271268225969477	OL_100	3	BlackSpruce
BIO10	0.271332726831737	OL_100	2	BlackSpruce
BIO10	0.272149183682827	PCcor_OL_400	1	BlackSpruce
BIO10	0.27218230117348	OL_100	5	BlackSpruce
BIO10	0.277446078735431	OL_500	1	BlackSpruce
BIO10	0.277519432061112	PCcor_OL_100	3	Schweizer_Wolves
BIO10	0.277876447868636	OL_300	1	BlackSpruce
BIO10	0.279122843748996	PCcor_OL_100	2	Schweizer_Wolves
BIO10	0.279758061166659	OL_100	1	BlackSpruce
BIO10	0.28115529440196	OL_300	2	BlackSpruce
BIO10	0.283018777869054	OL_500	3	BlackSpruce
BIO10	0.284113366832501	PCcor_OL_100	1	Schweizer_Wolves
BIO10	0.285572847950057	OL_300	5	BlackSpruce
BIO10	0.286752598632109	PCcor_OL_100	5	Schweizer_Wolves
BIO10	0.287259435525488	OL_100	4	BlackSpruce
BIO10	0.288110858833911	OL_400	3	BlackSpruce
BIO10	0.28903910063939	OL_500	2	BlackSpruce
BIO10	0.289422643103201	OL_400	4	BlackSpruce
BIO10	0.289859217328251	PCcor_OL_300	3	BlackSpruce
BIO10	0.290907438854524	OL_200	4	BlackSpruce
BIO10	0.291306893937457	OL_300	3	BlackSpruce
BIO10	0.292784048468351	PCcor_OL_300	4	BlackSpruce
BIO10	0.29318946058399	PCcor_OL_500	4	Schweizer_Wolves
BIO10	0.293476909744262	PCcor_OL_300	1	BlackSpruce
BIO10	0.293503061477613	OL_400	1	BlackSpruce
BIO10	0.293771119433288	OL_500	4	BlackSpruce
BIO10	0.294031047054839	OL_400	2	BlackSpruce
BIO10	0.294827168357871	PCcor_OL_200	2	Schweizer_Wolves
BIO10	0.295616126856507	OL_400	5	BlackSpruce
BIO10	0.297563363229655	OL_300	4	BlackSpruce
BIO10	0.29771898557183	PCcor_OL_200	3	Schweizer_Wolves
BIO10	0.298464314748121	OL_200	3	BlackSpruce
BIO10	0.299579085634827	PCcor_OL_500	2	Schweizer_Wolves
BIO10	0.300216977217011	PCcor_OL_300	2	BlackSpruce
BIO10	0.302939876320929	PCcor_OL_400	5	Schweizer_Wolves
BIO10	0.305377830898968	OL_200	2	BlackSpruce
BIO10	0.30605505059003	PCcor_OL_200	5	Schweizer_Wolves
BIO10	0.306680874785355	PCcor_OL_400	3	Schweizer_Wolves
BIO10	0.307344785248421	PCcor_OL_300	4	Schweizer_Wolves
BIO10	0.308125142355091	PCcor_OL_500	3	Schweizer_Wolves
BIO10	0.31009175371031	OL_200	1	BlackSpruce
BIO10	0.310293192466936	PCcor_OL_200	4	Schweizer_Wolves
BIO10	0.310412651968311	OL_200	5	BlackSpruce
BIO10	0.311974594478298	PCcor_OL_200	1	Schweizer_Wolves
BIO10	0.314190915669818	PCcor_OL_300	3	Schweizer_Wolves
BIO10	0.317647257890846	PCcor_OL_300	2	Schweizer_Wolves
BIO10	0.320813801826657	PCcor_OL_300	5	Schweizer_Wolves
BIO10	0.323422078124256	PCcor_OL_300	1	Schweizer_Wolves
BIO10	0.323631916549018	PCcor_OL_500	5	Schweizer_Wolves
BIO10	0.329379175792629	PCcor_OL_500	1	Schweizer_Wolves
BIO10	0.330195450198386	PCcor_OL_400	2	Schweizer_Wolves
BIO10	0.33090954434977	PCcor_OL_400	1	Schweizer_Wolves
BIO10	0.336756808082468	PCcor_OL_400	4	Schweizer_Wolves
BIO10	0.407278441358361	OL_100	3	Schweizer_Wolves
BIO10	0.41519436899479	OL_100	2	Schweizer_Wolves
BIO10	0.416165240383875	OL_100	5	Schweizer_Wolves
BIO10	0.424712636244922	OL_100	4	Schweizer_Wolves
BIO10	0.424776029193023	OL_100	1	Schweizer_Wolves
BIO10	0.433224260547124	OL_300	1	Schweizer_Wolves
BIO10	0.438139471182888	OL_300	3	Schweizer_Wolves
BIO10	0.439607872731437	OL_300	2	Schweizer_Wolves
BIO10	0.444000957662949	OL_300	4	Schweizer_Wolves
BIO10	0.44980371941339	OL_500	2	Schweizer_Wolves
BIO10	0.452448713195084	OL_300	5	Schweizer_Wolves
BIO10	0.461385681496202	OL_200	1	Schweizer_Wolves
BIO10	0.464702348812907	OL_200	5	Schweizer_Wolves
BIO10	0.469807967913188	OL_200	3	Schweizer_Wolves
BIO10	0.471347004542757	OL_400	1	Schweizer_Wolves
BIO10	0.471352444189403	OL_200	2	Schweizer_Wolves
